"Arquivo";"Tipo";"Secao";"Chave";"LinhaTribo";"LinhaDeepSeek";"Tribo";"DeepSeek";"IdiomaTribo";"IdiomaDeepSeek"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"15";"15";"(m_ChoiceText=""Não podemos ir ainda. Me dê mais tempo."")";"(m_ChoiceText=""We can't go yet. Give me a while."")";"Indeterminado";"EN"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"19";"19";"(m_ChoiceText=""Ir para a Subestação Midrow"")";"(m_ChoiceText=""Go to Midrow Substation"")";"Indeterminado";"EN"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"20";"20";"(m_ChoiceText=""Ficar no Extremo Norte"")";"(m_ChoiceText=""Stay at North End"")";"PT";"Indeterminado"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_GameOver_4 DisSeqAct_GameOver";"m_Reason";"26";"26";"""O Médico Real, Anton Sokolov, faleceu.""";"""O Médico Real Anton Sokolov pereceu.""";"Indeterminado";"Indeterminado"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_SetTutorialMessage_2 DisSeqAct_SetTutorialMessage";"m_TutorialMessage";"33";"33";"""Está faltando um frasco vazio""";"""Falta um frasco vazio""";"PT";"PT"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_0 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"43";"43";"""Caminho Norte da Ponte""";"""Ponte Norte""";"PT";"Indeterminado"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_0 DisSeqAct_UpdateTaskTarget";"m_TargetName";"49";"49";"""Estufa de Sokolov""";"""Estufa do Sokolov""";"PT";"PT"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_20 DisSeqAct_UpdateTaskTarget";"m_TargetName";"70";"70";"""Cofre escondido""";"""Cofre Secreto""";"Indeterminado";"Indeterminado"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_6 DisSeqAct_UpdateTaskTarget";"m_TargetName";"79";"79";"""Casa de Sokolov""";"""Casa do Sokolov""";"PT";"PT"
"L_Brothel_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_10 DisDoor";"m_MatchingKeys[0]";"12";"12";"""Chave Mestra do Gato Dourado""";"""Golden Cat Master Key""";"PT";"Indeterminado"
"L_Brothel_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_16 DisDoor";"m_MatchingKeys[0]";"33";"33";"""Chave Mestra do Gato Dourado""";"""Golden Cat Master Key""";"PT";"Indeterminado"
"L_Brothel_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_17 DisDoor";"m_MatchingKeys[0]";"38";"38";"""Chave Mestra do Gato Dourado""";"""Golden Cat Master Key""";"PT";"Indeterminado"
"L_Brothel_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_6 DisDoor";"m_MatchingKeys[0]";"103";"103";"""Chave Mestra do Gato Dourado""";"""Golden Cat Master Key""";"PT";"Indeterminado"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Art_Dealer.DisSeqAct_AddKey_1 DisSeqAct_AddKey";"m_Name";"5";"5";"""Chave do Apartamento do Comerciante de Arte""";"""Chave do Apartamento do Marchand""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Art_Dealer.DisSeqAct_ShowHUDMessage_0 DisSeqAct_ShowHUDMessage";"m_Message";"8";"8";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Art_Dealer.DisSeqAct_ShowHUDMessage_1 DisSeqAct_ShowHUDMessage";"m_Message";"11";"11";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Brothel_Employee.DisSeqAct_ShowHUDMessage_10 DisSeqAct_ShowHUDMessage";"m_Message";"14";"14";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Brothel_Employee.DisSeqAct_ShowHUDMessage_2 DisSeqAct_ShowHUDMessage";"m_Message";"17";"17";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Brothel_Employee.DisSeqAct_ShowHUDMessage_3 DisSeqAct_ShowHUDMessage";"m_Message";"20";"20";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Brothel_Employee.DisSeqAct_ShowHUDMessage_4 DisSeqAct_ShowHUDMessage";"m_Message";"23";"23";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Brothel_Employee.DisSeqAct_ShowHUDMessage_5 DisSeqAct_ShowHUDMessage";"m_Message";"26";"26";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Brothel_Employee.DisSeqAct_ShowHUDMessage_6 DisSeqAct_ShowHUDMessage";"m_Message";"29";"29";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Brothel_Employee.DisSeqAct_ShowHUDMessage_7 DisSeqAct_ShowHUDMessage";"m_Message";"32";"32";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Brothel_Employee.DisSeqAct_ShowHUDMessage_9 DisSeqAct_ShowHUDMessage";"m_Message";"35";"35";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Curtis.DisSeqAct_ShowHUDMessage_3 DisSeqAct_ShowHUDMessage";"m_Message";"38";"38";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"45";"45";"(m_ChoiceText=""Ir para Clavering Boulevard."")";"(m_ChoiceText=""Go to Clavering Blvd"")";"PT";"EN"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"46";"46";"(m_ChoiceText=""Ficar no Gato Dourado"")";"(m_ChoiceText=""Stay at the Golden Cat"")";"PT";"EN"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_4 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"50";"50";"(m_ChoiceText=""Ir para o Hotel Recanto do Capitão"")";"(m_ChoiceText=""Go to Captain's Chair Hotel"")";"PT";"EN"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_4 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"51";"51";"(m_ChoiceText=""Ficar no Gato Dourado"")";"(m_ChoiceText=""Stay at the Golden Cat"")";"PT";"EN"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_5 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"55";"55";"(m_ChoiceText=""Ir para o Distrito da Destilaria"")";"(m_ChoiceText=""Go To Distillery District"")";"PT";"EN"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_5 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"56";"56";"(m_ChoiceText=""Ficar no Gato Dourado"")";"(m_ChoiceText=""Stay at the Golden Cat"")";"PT";"EN"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowHUDMessage_0 DisSeqAct_ShowHUDMessage";"m_Message";"59";"59";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_15 DisSeqAct_UpdateTaskTarget";"m_TargetName";"68";"68";"""Comerciante de Arte""";"""Negociante de Arte""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Emily.DisSeqAct_GameOver_1 DisSeqAct_GameOver";"m_Reason";"71";"71";"""Emily está com medo de você""";"""Emily tem medo de você.""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.ObjectivesTracker.DisSeqAct_UpdateTaskTarget_0 DisSeqAct_UpdateTaskTarget";"m_TargetName";"74";"74";"""Sauna""";"""Sala de Vapor""";"Indeterminado";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.ObjectivesTracker.DisSeqAct_UpdateTaskTarget_14 DisSeqAct_UpdateTaskTarget";"m_TargetName";"92";"92";"""Dormitório de Cortesã""";"""Dormitório das Cortesãs""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.ObjectivesTracker.DisSeqAct_UpdateTaskTarget_15 DisSeqAct_UpdateTaskTarget";"m_TargetName";"95";"95";"""Comerciante de Arte""";"""Negociante de Arte""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.ObjectivesTracker.DisSeqAct_UpdateTaskTarget_16 DisSeqAct_UpdateTaskTarget";"m_TargetName";"98";"98";"""Clavering Boulevard.""";"""Avenida Clavering.""";"Indeterminado";"Indeterminado"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.ObjectivesTracker.DisSeqAct_UpdateTaskTarget_17 DisSeqAct_UpdateTaskTarget";"m_TargetName";"101";"101";"""Sauna""";"""Sala de Vapor""";"Indeterminado";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.ObjectivesTracker.DisSeqAct_UpdateTaskTarget_2 DisSeqAct_UpdateTaskTarget";"m_TargetName";"104";"104";"""Sala Dourada""";"""Sala do Ouro""";"Indeterminado";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.ObjectivesTracker.DisSeqAct_UpdateTaskTarget_3 DisSeqAct_UpdateTaskTarget";"m_TargetName";"107";"107";"""Comerciante de Arte""";"""Negociante de Arte""";"PT";"PT"
"L_Brothel_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.ObjectivesTracker.DisSeqAct_UpdateTaskTarget_8 DisSeqAct_UpdateTaskTarget";"m_TargetName";"122";"122";"""Clavering Boulevard.""";"""Avenida Clavering.""";"Indeterminado";"Indeterminado"
"L_Distillery_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_1 DisDoor";"m_MatchingKeys[0]";"8";"8";"""Chave Mestra da Destilaria""";"""Distillery Master Key""";"PT";"Indeterminado"
"L_Distillery_Loot.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_0 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"3";"3";"(m_ChoiceText=""Infectar Elixir Falso"")";"(m_ChoiceText=""Infect Bootleg Elixir"")";"Indeterminado";"Indeterminado"
"L_Distillery_Loot.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_0 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"4";"4";"(m_ChoiceText=""Ainda Não"")";"(m_ChoiceText=""Not Yet"")";"Indeterminado";"Indeterminado"
"L_Distillery_Loot.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_3 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"8";"8";"(m_ChoiceText=""Infectar Elixir Falso"")";"(m_ChoiceText=""Infect Bootleg Elixir"")";"Indeterminado";"Indeterminado"
"L_Distillery_Loot.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_3 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"9";"9";"(m_ChoiceText=""Criar Elixir Falso"")";"(m_ChoiceText=""Create Bootleg Elixir"")";"Indeterminado";"Indeterminado"
"L_Distillery_Loot.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_SetTutorialMessage_2 DisSeqAct_SetTutorialMessage";"m_TutorialMessage";"20";"20";"""Está faltando um frasco vazio""";"""Falta um frasco vazio""";"PT";"PT"
"L_Distillery_Loot.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_SetTutorialMessage_3 DisSeqAct_SetTutorialMessage";"m_TutorialMessage";"24";"24";"""Está faltando um frasco vazio""";"""Falta um frasco vazio""";"PT";"PT"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_0 DisDoor";"m_MatchingKeys[0]";"4";"4";"""Chave Mestra da Destilaria""";"""Distillery Master Key""";"PT";"Indeterminado"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_4 DisDoor";"m_MatchingKeys[0]";"9";"9";"""Chave Mestra da Destilaria""";"""Distillery Master Key""";"PT";"Indeterminado"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"22";"22";"(m_ChoiceText=""Ir para a Bottle Street"")";"(m_ChoiceText=""Go to Bottle Street"")";"Indeterminado";"EN"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"23";"23";"(m_ChoiceText=""Ficar na Destilaria de Uísque de Dunwall"")";"(m_ChoiceText=""Stay at Dunwall Whiskey Distillery"")";"PT";"Indeterminado"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_SetTutorialMessage_1 DisSeqAct_SetTutorialMessage";"m_TutorialMessage";"26";"26";"""Use o Teleporte para se mover de uma cobertura a outra sem que te vejam.""";"""Use o Piscar para se mover de cobertura em cobertura sem ser visto.""";"PT/Misto";"PT"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_0 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"30";"30";"""Entrando em uma Área Hostil""";"""Entrando em Zona Hostil""";"PT";"PT"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_3 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"39";"39";"""Entrando em uma Área Neutra""";"""Entrando na Zona Neutra""";"PT";"PT"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_4 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"42";"42";"""Entrando em uma Área Hostil""";"""Entrando em Zona Hostil""";"PT";"PT"
"L_Distillery_Strt1Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Objective_Markers.DisSeqAct_UpdateTaskTarget_2 DisSeqAct_UpdateTaskTarget";"m_TargetName";"51";"51";"""Destilaria de Uísque Old Dunwall""";"""Antiga Destilaria de Whisky de Dunwall""";"PT";"PT"
"L_Distillery2_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_1 DisDoor";"m_MatchingKeys[0]";"8";"8";"""Chave Mestra da Destilaria""";"""Distillery Master Key""";"PT";"Indeterminado"
"L_Distillery2_P.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Objectives.DisSeqAct_ShowHUDMessage_0 DisSeqAct_ShowHUDMessage";"m_Message";"2";"2";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Distillery2_P.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Objectives.DisSeqAct_ShowHUDMessage_3 DisSeqAct_ShowHUDMessage";"m_Message";"5";"5";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_0 DisDoor";"m_MatchingKeys[0]";"4";"4";"""Chave Reserva da Destilaria""";"""Distillery Reserve Key""";"PT";"Indeterminado"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_1 DisDoor";"m_MatchingKeys[0]";"9";"9";"""Chave Reserva da Destilaria""";"""Distillery Reserve Key""";"PT";"Indeterminado"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_AddKey_0 DisSeqAct_AddKey";"m_Name";"18";"18";"""Chave do Hotel Recanto do Capitão""";"""A Chave do Hotel Cadeira do Capitão""";"PT";"PT"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"22";"22";"(m_ChoiceText=""Ir para a Bottle Street"")";"(m_ChoiceText=""Go to Bottle Street"")";"Indeterminado";"EN"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"23";"23";"(m_ChoiceText=""Ficar na Destilaria de Uísque de Dunwall"")";"(m_ChoiceText=""Stay at Dunwall Whiskey Distillery"")";"PT";"Indeterminado"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_GameOver_0 DisSeqAct_GameOver";"m_Reason";"26";"26";"""Você matou o único homem que ainda era capaz de eliminar os Pendletons""";"""Você matou o único homem ainda capaz de eliminar os Pendletons.""";"PT";"PT"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_GameOver_1 DisSeqAct_GameOver";"m_Reason";"29";"29";"""Você virou inimigo do único homem que ainda é capaz de eliminar os Pendletons""";"""Você é inimigo do único homem ainda capaz de eliminar os Pendletons.""";"PT";"PT"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowHUDMessage_3 DisSeqAct_ShowHUDMessage";"m_Message";"32";"32";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_0 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"35";"35";"""Destilaria de Uísque de Dunwall""";"""Destilaria de Whiskey de Dunwall""";"PT";"PT"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_1 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"38";"38";"""Entrando em uma Área Neutra""";"""Entrando na Zona Neutra""";"PT";"PT"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.HeartTargets.DisSeqAct_UpdateTaskTarget_0 DisSeqAct_UpdateTaskTarget";"m_TargetName";"41";"41";"""Slackjaw""";"""Mandíbula Frouxa""";"Indeterminado";"Indeterminado"
"L_Distillery2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.HeartTargets.DisSeqAct_UpdateTaskTarget_7 DisSeqAct_UpdateTaskTarget";"m_TargetName";"47";"47";"""Slackjaw""";"""Mandíbula Frouxa""";"Indeterminado";"Indeterminado"
"L_DLC05_Arena_P.INT";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_SetTutorialMessage_36 DisSeqAct_SetTutorialMessage";"m_TutorialMessage";"19";"19";"""Collect Runes to receive a new power.""";"""Colete Runas para receber um novo poder.""";"EN";"PT"
"L_DLC05_Arena_P.INT";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_SetTutorialMessage_37 DisSeqAct_SetTutorialMessage";"m_TutorialMessage";"15";"15";"""Attack the Golden Merchant to receive Potions and ammunition. Kill him to receive gear upgrades.""";"""Atacar o Mercador Dourado para receber Poções e munição. Matá-lo para receber melhorias de equipamento.""";"EN";"PT"
"L_DLC05_Arena_P.INT";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_SetTutorialMessage_38 DisSeqAct_SetTutorialMessage";"m_TutorialMessage";"11";"11";"""Fight your way through increasingly difficult waves of enemies.""";"""Lute seu caminho através de ondas de inimigos cada vez mais difíceis.""";"EN";"PT"
